date,country,Probability of appearance in a single IT job posting
2019-11-01,AUS,0.0220267759649858
2019-12-01,AUS,0.0231379991964216
2020-01-01,AUS,0.0233223301884803
2020-02-01,AUS,0.0231129437228856
2020-03-01,AUS,0.0219204284355532
2020-04-01,AUS,0.0210963408005002
2020-05-01,AUS,0.0204165903028338
2020-06-01,AUS,0.0210351045590519
2020-07-01,AUS,0.0205931097491071
2020-08-01,AUS,0.0202157677590857
2020-09-01,AUS,0.0213715637634159
2020-10-01,AUS,0.02099996234951
2020-11-01,AUS,0.0212281491446571
2020-12-01,AUS,0.0207177651666009
2021-01-01,AUS,0.0209847764708552
2021-02-01,AUS,0.0207753900052605
2021-03-01,AUS,0.0198262007133097
2021-04-01,AUS,0.0197515481315396
2021-05-01,AUS,0.0187924743049001
2021-06-01,AUS,0.0177697491317265
2021-07-01,AUS,0.0196557156927546
2021-08-01,AUS,0.018806479197791
2021-09-01,AUS,0.0183749725963487
2021-10-01,AUS,0.0185384298681564
2021-11-01,AUS,0.0178873105368714
2021-12-01,AUS,0.0179162528993318
2022-01-01,AUS,0.0179794651641405
2022-02-01,AUS,0.0165262585413969
2022-03-01,AUS,0.0154481295377146
2022-04-01,AUS,0.0137251998957343
2022-05-01,AUS,0.0135158134301396
2022-06-01,AUS,0.0135429150128707
2022-07-01,AUS,0.0138099263171251
2017-12-01,BRA,0.0010526794015019
2018-01-01,BRA,0.00114314992759077
2018-02-01,BRA,0.00115122864919516
2018-03-01,BRA,0.00123704441570954
2018-04-01,BRA,0.00121253639157724
2018-05-01,BRA,0.00132770994760315
2018-06-01,BRA,0.00128769187703952
2018-07-01,BRA,0.00139770143948826
2018-08-01,BRA,0.00128210282952863
2018-09-01,BRA,0.00150314096898158
2018-10-01,BRA,0.00168426630109247
2018-11-01,BRA,0.00157073078357219
2018-12-01,BRA,0.00140585032142886
2019-01-01,BRA,0.00140904857040093
2019-02-01,BRA,0.00130957220391412
2019-03-01,BRA,0.00126271337548157
2019-04-01,BRA,0.00153059593270957
2019-05-01,BRA,0.0017277797821212
2019-06-01,BRA,0.00178327234505093
2019-07-01,BRA,0.00184111938848417
2019-08-01,BRA,0.001927803708382
2019-09-01,BRA,0.00205413908031236
2019-10-01,BRA,0.00226687304380233
2019-11-01,BRA,0.00229100354142619
2019-12-01,BRA,0.00192898260643113
2020-01-01,BRA,0.00206097967401392
2020-02-01,BRA,0.00199910406966175
2020-03-01,BRA,0.00206747166543055
2020-04-01,BRA,0.0019311943413217
2020-05-01,BRA,0.00242286497119531
2020-06-01,BRA,0.00280979453134867
2020-07-01,BRA,0.00346465696651963
2020-08-01,BRA,0.00371888337691047
2020-09-01,BRA,0.003779752436642
2020-10-01,BRA,0.00383933874470414
2020-11-01,BRA,0.00361507751674285
2020-12-01,BRA,0.00371056500458777
2021-01-01,BRA,0.00496999651762483
2021-02-01,BRA,0.00521194073963948
2021-03-01,BRA,0.0051520090538688
2021-04-01,BRA,0.00477699651348843
2021-05-01,BRA,0.00515810646233911
2021-06-01,BRA,0.00509817477656844
2021-07-01,BRA,0.00503824309079776
2021-08-01,BRA,0.00473929830853475
2021-09-01,BRA,0.00445201173895455
2021-10-01,BRA,0.00427019950783153
2021-11-01,BRA,0.00436422185486342
2021-12-01,BRA,0.00448426610381296
2022-01-01,BRA,0.00462186091685741
2022-02-01,BRA,0.00475945572990186
2022-03-01,BRA,0.0048970505429463
2022-04-01,BRA,0.00503464535599075
2022-05-01,BRA,0.00557194097321735
2022-06-01,BRA,0.00630818651470901
2022-07-01,BRA,0.00784055880763665
2017-12-01,FRA,0.00350828585269455
2018-01-01,FRA,0.00346552807895365
2018-02-01,FRA,0.00338795862269484
2018-03-01,FRA,0.00339387734052302
2018-04-01,FRA,0.00326505839240799
2018-05-01,FRA,0.00322230061866709
2018-06-01,FRA,0.00302148651342009
2018-07-01,FRA,0.00282789463065449
2018-08-01,FRA,0.0028414257159286
2018-09-01,FRA,0.00324855989787832
2018-10-01,FRA,0.00353781659145313
2018-11-01,FRA,0.00386790078718819
2018-12-01,FRA,0.00386880776654502
2019-01-01,FRA,0.0041841878617203
2019-02-01,FRA,0.00436983911009183
2019-03-01,FRA,0.00463064502884562
2019-04-01,FRA,0.00453983857525662
2019-05-01,FRA,0.00443057594019146
2019-06-01,FRA,0.00441443601115931
2019-07-01,FRA,0.00448785621499249
2019-08-01,FRA,0.00459398669512978
2019-09-01,FRA,0.00486496177785082
2019-10-01,FRA,0.00542114671025323
2019-11-01,FRA,0.00547624297609921
2019-12-01,FRA,0.00565332741946452
2020-01-01,FRA,0.0054684004571174
2020-02-01,FRA,0.0054256426833765
2020-03-01,FRA,0.00536399167049094
2020-04-01,FRA,0.00521939891101668
2020-05-01,FRA,0.00517664113727578
2020-06-01,FRA,0.00520576050230517
2020-07-01,FRA,0.00516300272856427
2020-08-01,FRA,0.00523862940527359
2020-09-01,FRA,0.00527838658821387
2020-10-01,FRA,0.00534013617943546
2020-11-01,FRA,0.00561095473063441
2020-12-01,FRA,0.00609690373446246
2021-01-01,FRA,0.00610843511096298
2021-02-01,FRA,0.00649716856942869
2021-03-01,FRA,0.0062904673320496
2021-04-01,FRA,0.00669884097820241
2021-05-01,FRA,0.0070121117899218
2021-06-01,FRA,0.0073550015708586
2021-07-01,FRA,0.00731195236638906
2021-08-01,FRA,0.0077819372784576
2021-09-01,FRA,0.0077391795047167
2021-10-01,FRA,0.00772891665877828
2021-11-01,FRA,0.00767207580702665
2021-12-01,FRA,0.00774870547140936
2022-01-01,FRA,0.00782533513579206
2022-02-01,FRA,0.00838312403267117
2022-03-01,FRA,0.00844653261840976
2022-04-01,FRA,0.00852316228279247
2022-05-01,FRA,0.00859979194717517
2022-06-01,FRA,0.00849294575538291
2022-07-01,FRA,0.00845018798164202
2017-12-01,IND,0.0243397477708759
2018-01-01,IND,0.0235883112238584
2018-02-01,IND,0.0232516196112376
2018-03-01,IND,0.0226574794202164
2018-04-01,IND,0.0225093578871005
2018-05-01,IND,0.0221977542578013
2018-06-01,IND,0.0224276331876607
2018-07-01,IND,0.0216598925755137
2018-08-01,IND,0.0217608026898146
2018-09-01,IND,0.021665442879618
2018-10-01,IND,0.0222216468832921
2018-11-01,IND,0.0227959577175942
2018-12-01,IND,0.0231334843793365
2019-01-01,IND,0.0233633633091959
2019-02-01,IND,0.0235932422390553
2019-03-01,IND,0.0246070710475648
2019-04-01,IND,0.0248803995421912
2019-05-01,IND,0.0251102784720507
2019-06-01,IND,0.0259045022437708
2019-07-01,IND,0.0257474944439218
2019-08-01,IND,0.024973217430231
2019-09-01,IND,0.0241982728201933
2019-10-01,IND,0.0244357038202555
2019-11-01,IND,0.0240906744964862
2019-12-01,IND,0.0236761264187167
2020-01-01,IND,0.0235191186188678
2020-02-01,IND,0.0233120924227738
2020-03-01,IND,0.0227865009590506
2020-04-01,IND,0.0231183420520897
2020-05-01,IND,0.0229613342522408
2020-06-01,IND,0.0221514772115764
2020-07-01,IND,0.0225207577272271
2020-08-01,IND,0.0229637034434446
2020-09-01,IND,0.0225904334762159
2020-10-01,IND,0.0230252015297394
2020-11-01,IND,0.0237481794697489
2020-12-01,IND,0.0242533165570325
2021-01-01,IND,0.0242685276811561
2021-02-01,IND,0.0244984066110156
2021-03-01,IND,0.0256688006543282
2021-04-01,IND,0.0256569745029758
2021-05-01,IND,0.0258868534328352
2021-06-01,IND,0.0261167323626946
2021-07-01,IND,0.0263466112925541
2021-08-01,IND,0.0271375616925754
2021-09-01,IND,0.0273674406224349
2021-10-01,IND,0.0275973195522943
2021-11-01,IND,0.0271075624366891
2021-12-01,IND,0.0273081826381011
2022-01-01,IND,0.0275380615679605
2022-02-01,IND,0.02776794049782
2022-03-01,IND,0.0279978194276794
2022-04-01,IND,0.0284790248092689
2022-05-01,IND,0.02832201700942
2022-06-01,IND,0.0275510981637807
2022-07-01,IND,0.0273940903639318
2017-12-01,ITA,0.003777438750034
2018-01-01,ITA,0.0030628711284519
2018-02-01,ITA,0.00310725063974396
2018-03-01,ITA,0.00279267695839744
2018-04-01,ITA,0.00280571739444698
2018-05-01,ITA,0.00250285201016695
2018-06-01,ITA,0.00268054525403894
2018-07-01,ITA,0.00323823701236854
2018-08-01,ITA,0.00333048903485471
2018-09-01,ITA,0.00312655052017263
2018-10-01,ITA,0.00334161800856148
2018-11-01,ITA,0.00335166494806954
2018-12-01,ITA,0.00346668605842363
2019-01-01,ITA,0.00370888786612819
2019-02-01,ITA,0.0035569521427309
2019-03-01,ITA,0.00373917740816997
2019-04-01,ITA,0.00408299814593621
2019-05-01,ITA,0.00436052409783309
2019-06-01,ITA,0.00437528402318773
2019-07-01,ITA,0.00450857536156856
2019-08-01,ITA,0.00512700830692308
2019-09-01,ITA,0.00469252773974105
2019-10-01,ITA,0.00482434030555752
2019-11-01,ITA,0.00495763164393835
2019-12-01,ITA,0.00481982662389061
2020-01-01,ITA,0.00468202160384287
2020-02-01,ITA,0.00445417889564416
2020-03-01,ITA,0.00491287851049385
2020-04-01,ITA,0.00419114647559763
2020-05-01,ITA,0.00359893855699574
2020-06-01,ITA,0.00300754819699186
2020-07-01,ITA,0.00391699625828931
2020-08-01,ITA,0.00377919123824157
2020-09-01,ITA,0.00323984649825646
2020-10-01,ITA,0.00275303869734562
2020-11-01,ITA,0.00275097209542683
2020-12-01,ITA,0.00329196290986293
2021-01-01,ITA,0.00329196290986293
2021-02-01,ITA,0.00377374655172037
2021-03-01,ITA,0.00415438475360354
2021-04-01,ITA,0.00381055611192022
2021-05-01,ITA,0.00486535673214271
2021-06-01,ITA,0.00473148926555552
2021-07-01,ITA,0.00482898528228471
2021-08-01,ITA,0.00420473198330096
2021-09-01,ITA,0.00373804310235515
2021-10-01,ITA,0.00417084517330681
2021-11-01,ITA,0.00444636209142597
2021-12-01,ITA,0.00430855707137823
2022-01-01,ITA,0.00465609202521753
2022-02-01,ITA,0.00478938336359836
2022-03-01,ITA,0.0044268413608826
2022-04-01,ITA,0.00458377582507552
2022-05-01,ITA,0.00495023880433386
2022-06-01,ITA,0.00597004796567737
2022-07-01,ITA,0.00710525499276534
2017-12-01,NLD,0.00315646394006216
2018-01-01,NLD,0.00361803643133544
2018-02-01,NLD,0.00333514893035252
2018-03-01,NLD,0.00336341582554306
2018-04-01,NLD,0.00355007459463346
2018-05-01,NLD,0.00369270248060947
2018-06-01,NLD,0.00419482311468263
2018-07-01,NLD,0.0042355473287809
2018-08-01,NLD,0.00465145493023487
2018-09-01,NLD,0.00483080791258682
2018-10-01,NLD,0.00493310743471748
2018-11-01,NLD,0.00493428788073284
2018-12-01,NLD,0.00558898729399497
2019-01-01,NLD,0.00577911326736938
2019-02-01,NLD,0.00557972714807707
2019-03-01,NLD,0.00591368326244148
2019-04-01,NLD,0.00663339394957181
2019-05-01,NLD,0.00706034391427797
2019-06-01,NLD,0.00714471322250372
2019-07-01,NLD,0.00766957650396739
2019-08-01,NLD,0.00778786969128217
2019-09-01,NLD,0.00789186628570572
2019-10-01,NLD,0.00771334120978782
2019-11-01,NLD,0.00761586882694684
2019-12-01,NLD,0.0075344955996346
2020-01-01,NLD,0.00745312237232236
2020-02-01,NLD,0.00721884291886503
2020-03-01,NLD,0.00670900172830088
2020-04-01,NLD,0.00642576572216439
2020-05-01,NLD,0.00663031854394512
2020-06-01,NLD,0.00673431513836867
2020-07-01,NLD,0.00668072235107969
2020-08-01,NLD,0.00640232687700503
2020-09-01,NLD,0.0064400224720871
2020-10-01,NLD,0.00634240479591534
2020-11-01,NLD,0.00645379365630303
2020-12-01,NLD,0.00672836344302837
2021-01-01,NLD,0.00683236003745192
2021-02-01,NLD,0.00675098681013968
2021-03-01,NLD,0.00665777946768129
2021-04-01,NLD,0.00641066055382951
2021-05-01,NLD,0.00627949029688171
2021-06-01,NLD,0.00666860813391628
2021-07-01,NLD,0.00661403436529062
2021-08-01,NLD,0.00645293061589679
2021-09-01,NLD,0.00632557660219485
2021-10-01,NLD,0.00623428149676692
2021-11-01,NLD,0.00659637178389977
2021-12-01,NLD,0.00670036837832332
2022-01-01,NLD,0.00680436497274687
2022-02-01,NLD,0.00672299174543463
2022-03-01,NLD,0.00724834786744003
2022-04-01,NLD,0.00677207117454343
2022-05-01,NLD,0.00695340778053949
2022-06-01,NLD,0.0074810923270902
2022-07-01,NLD,0.00720381214094403
2017-12-01,NZL,0.00536023678891134
2018-01-01,NZL,0.0064069980979865
2018-02-01,NZL,0.00774729926132361
2018-03-01,NZL,0.00787477386747236
2018-04-01,NZL,0.00715119123997911
2018-05-01,NZL,0.0091194566663598
2018-06-01,NZL,0.00954067179633986
2018-07-01,NZL,0.0119244704915476
2018-08-01,NZL,0.0109503548684645
2018-09-01,NZL,0.00994910659139179
2018-10-01,NZL,0.0104026196080188
2018-11-01,NZL,0.0102004052979919
2018-12-01,NZL,0.00889207860337073
2019-01-01,NZL,0.00768694230362318
2019-02-01,NZL,0.00724098296283753
2019-03-01,NZL,0.00856827231786373
2019-04-01,NZL,0.00963635190557858
2019-05-01,NZL,0.0111244148925586
2019-06-01,NZL,0.0118743142900714
2019-07-01,NZL,0.0119278304179929
2019-08-01,NZL,0.0135141919795263
2019-09-01,NZL,0.0126873521942889
2019-10-01,NZL,0.0116588338473162
2019-11-01,NZL,0.0129938238297019
2019-12-01,NZL,0.0131391568406933
2020-01-01,NZL,0.0139373953650594
2020-02-01,NZL,0.0130188814417469
2020-03-01,NZL,0.0130155966075109
2020-04-01,NZL,0.0119697031270475
2020-05-01,NZL,0.0111136703802396
2020-06-01,NZL,0.0119322075082776
2020-07-01,NZL,0.0129878039698696
2020-08-01,NZL,0.0129286974982804
2020-09-01,NZL,0.0133030385338858
2020-10-01,NZL,0.0133349071960071
2020-11-01,NZL,0.0147392839123487
2020-12-01,NZL,0.0134795786721419
2021-01-01,NZL,0.0134795786721419
