Year,Country,% AI talent concentration
2019,FR,0.0068000000000000005
2020,FR,0.0083
2021,FR,0.0101
2016,ES,0.0046
2017,ES,0.0053
2018,ES,0.0063
2019,ES,0.0078000000000000005
2020,ES,0.0096
2021,ES,0.0116
2016,IT,0.0045000000000000005
2017,IT,0.004699999999999999
2018,IT,0.0053
2019,IT,0.0060999999999999995
2020,IT,0.0072
2021,IT,0.0079
2016,DK,0.0042
2017,DK,0.004699999999999999
2018,DK,0.0055000000000000005
2019,DK,0.0067
2020,DK,0.008100000000000001
2021,DK,0.0096
2016,CZ,0.0038
2017,CZ,0.0038
2018,CZ,0.0040999999999999995
2019,CZ,0.0045000000000000005
2020,CZ,0.0054
2021,CZ,0.006
2016,PT,0.0038
2017,PT,0.0040999999999999995
2018,PT,0.004699999999999999
2019,PT,0.0055000000000000005
2020,PT,0.0066
2021,PT,0.0072
2016,EE,0.0037
2017,EE,0.0039000000000000003
2018,EE,0.0053
2019,EE,0.0072
2020,EE,0.008
2021,EE,0.009300000000000001
2016,SK,0.0037
2017,SK,0.0039000000000000003
2018,SK,0.0040999999999999995
2019,SK,0.0044
2020,SK,0.0051
2021,SK,0.0059
2016,AU,0.0034999999999999996
2017,AU,0.0040999999999999995
2018,AU,0.005
2019,AU,0.0064
2020,AU,0.0079
2021,AU,0.0103
2016,NO,0.0034000000000000002
2017,NO,0.0040999999999999995
2018,NO,0.0051
2019,NO,0.006500000000000001
2020,NO,0.008
2021,NO,0.01
2016,NL,0.0034000000000000002
2017,NL,0.0037
2018,NL,0.0042
2019,NL,0.005
2020,NL,0.006
2021,NL,0.006999999999999999
2016,GB,0.0028000000000000004
2017,GB,0.0031
2018,GB,0.0037
2019,GB,0.0044
2020,GB,0.0054
2021,GB,0.0066
2016,PL,0.0027
2017,PL,0.0027
2018,PL,0.0033
2019,PL,0.0040999999999999995
2020,PL,0.0051
2021,PL,0.0062
2016,NZ,0.0025
2017,NZ,0.0028000000000000004
2018,NZ,0.0034000000000000002
2019,NZ,0.004
2020,NZ,0.0046
2021,NZ,0.0046
2016,CN,0.0024
2017,CN,0.0028000000000000004
2018,CN,0.0033
2019,CN,0.004
2020,CN,0.0048
2021,CN,0.005699999999999999
2016,LT,0.0023
2017,LT,0.0023
2018,LT,0.0029
2019,LT,0.004
2020,LT,0.0049
2021,LT,0.005699999999999999
2016,LV,0.002
2017,LV,0.0019
2018,LV,0.0023
2019,LV,0.0028000000000000004
2020,LV,0.0038
2021,LV,0.004699999999999999
2016,ZA,0.0009
2017,ZA,0.001
2018,ZA,0.0013
2019,ZA,0.0017000000000000001
2020,ZA,0.0023
2021,ZA,0.0027
2016,CL,0.0009
2017,CL,0.001
2018,CL,0.0013
2019,CL,0.0017000000000000001
2020,CL,0.0022
2021,CL,0.0026
2016,CO,0.0008
2017,CO,0.0009
2018,CO,0.0013
2019,CO,0.0018
2020,CO,0.0025
2021,CO,0.0031
2016,BR,0.0007000000000000001
2017,BR,0.0008
2018,BR,0.0011
2019,BR,0.0015
2020,BR,0.002
2021,BR,0.0026
