Year,Country,% AI talent concentration
2016,IE,0.0074
2017,IE,0.0087
2018,IE,0.0108
2019,IE,0.013600000000000001
2020,IE,0.0172
2021,IE,0.0218
2016,SE,0.0073
2017,SE,0.0084
2018,SE,0.0098
2019,SE,0.0116
2020,SE,0.0141
2021,SE,0.0179
2016,HU,0.0073
2017,HU,0.008199999999999999
2018,HU,0.009300000000000001
2019,HU,0.0111
2020,HU,0.013600000000000001
2021,HU,0.0165
2016,NO,0.006500000000000001
2017,NO,0.0077
2018,NO,0.009399999999999999
2019,NO,0.0116
2020,NO,0.0146
2021,NO,0.0195
2016,ES,0.0063
2017,ES,0.0070999999999999995
2018,ES,0.0084
2019,ES,0.01
2020,ES,0.012199999999999999
2021,ES,0.0151
2016,SK,0.0063
2017,SK,0.0068000000000000005
2018,SK,0.0076
2019,SK,0.0087
2020,SK,0.0104
2021,SK,0.012
2016,FR,0.0060999999999999995
2017,FR,0.0068000000000000005
2018,FR,0.008
2019,FR,0.0096
2020,FR,0.011899999999999999
2021,FR,0.0152
2016,CA,0.0059
2017,CA,0.006999999999999999
2018,CA,0.0085
2019,CA,0.0109
2020,CA,0.0144
2021,CA,0.0202
2016,DK,0.005699999999999999
2017,DK,0.0064
2018,DK,0.0075
2019,DK,0.0091
2020,DK,0.011399999999999999
2021,DK,0.0148
2016,PT,0.0055000000000000005
2017,PT,0.006
2018,PT,0.0068000000000000005
2019,PT,0.0079
2020,PT,0.009300000000000001
2021,PT,0.0115
2016,US,0.0054
2017,US,0.0063
2018,US,0.0076
2019,US,0.009399999999999999
2020,US,0.0121
2021,US,0.016399999999999998
2016,BE,0.0054
2017,BE,0.0058
2018,BE,0.006500000000000001
2019,BE,0.0077
2020,BE,0.009399999999999999
2021,BE,0.011399999999999999
2016,IT,0.0052
2017,IT,0.005699999999999999
2018,IT,0.0066
2019,IT,0.0078000000000000005
2020,IT,0.0096
2021,IT,0.011699999999999999
2016,GB,0.0049
2017,GB,0.005600000000000001
2018,GB,0.0067
2019,GB,0.0083
2020,GB,0.0106
2021,GB,0.0137
2016,NL,0.0045000000000000005
2017,NL,0.005
2018,NL,0.0059
2019,NL,0.0070999999999999995
2020,NL,0.0089
2021,NL,0.011899999999999999
2016,LT,0.0045000000000000005
2017,LT,0.0051
2018,LT,0.0062
2019,LT,0.0079
2020,LT,0.0098
2021,LT,0.011699999999999999
2016,LV,0.0045000000000000005
2017,LV,0.005
2018,LV,0.005600000000000001
2019,LV,0.0066
2020,LV,0.008
2021,LV,0.0091
2016,AU,0.0042
2017,AU,0.0049
2018,AU,0.0060999999999999995
2019,AU,0.0077
2020,AU,0.009899999999999999
2021,AU,0.0127
2016,NZ,0.0036
2017,NZ,0.0042
2018,NZ,0.0052
2019,NZ,0.0064
2020,NZ,0.0079
2021,NZ,0.0092
2016,MX,0.0024
2017,MX,0.0028000000000000004
2018,MX,0.0036
2019,MX,0.0046
2020,MX,0.006
2021,MX,0.0079
2016,CL,0.0019
2017,CL,0.0022
2018,CL,0.0028000000000000004
2019,CL,0.0037
2020,CL,0.0048
2021,CL,0.0062
2016,CO,0.0017000000000000001
2017,CO,0.0022
2018,CO,0.0029
2019,CO,0.0042
2020,CO,0.0060999999999999995
2021,CO,0.0087
2016,IN,0.023700000000000002
2017,IN,0.028399999999999998
2018,IN,0.0347
2019,IN,0.044199999999999996
2020,IN,0.0613
2021,IN,0.0913
2016,CN,0.0113
2017,CN,0.0127
2018,CN,0.0149
2019,CN,0.0173
2020,CN,0.0204
2021,CN,0.023799999999999998
2016,ZA,0.0019
2017,ZA,0.0022
2018,ZA,0.0027
2019,ZA,0.0036
2020,ZA,0.0049
2021,ZA,0.0064
2016,BR,0.0017000000000000001
2017,BR,0.002
2018,BR,0.0025
2019,BR,0.0032
2020,BR,0.0040999999999999995
2021,BR,0.0054
