Year,Country,% AI talent concentration
2017,PL,0.0103
2018,PL,0.0124
2019,PL,0.0152
2020,PL,0.0196
2021,PL,0.023799999999999998
2016,ES,0.0087
2017,ES,0.0096
2018,ES,0.0115
2019,ES,0.0138
2020,ES,0.015700000000000002
2021,ES,0.0175
2016,DK,0.0070999999999999995
2017,DK,0.0079
2018,DK,0.0096
2019,DK,0.012199999999999999
2020,DK,0.013999999999999999
2021,DK,0.0154
2016,IT,0.006999999999999999
2017,IT,0.008100000000000001
2018,IT,0.0098
2019,IT,0.011699999999999999
2020,IT,0.0138
2021,IT,0.015
2016,GB,0.0067
2017,GB,0.0075
2018,GB,0.0088
2019,GB,0.010700000000000001
2020,GB,0.013000000000000001
2021,GB,0.0149
2016,LV,0.0063
2017,LV,0.008
2018,LV,0.0088
2019,LV,0.01
2020,LV,0.009300000000000001
2021,LV,0.011000000000000001
2016,PT,0.0059
2017,PT,0.0072
2018,PT,0.0084
2019,PT,0.0113
2020,PT,0.0134
2021,PT,0.0165
2016,AU,0.005600000000000001
2017,AU,0.0067
2018,AU,0.0085
2019,AU,0.0115
2020,AU,0.014199999999999999
2021,AU,0.0166
2016,HU,0.0053
2017,HU,0.006
2018,HU,0.0074
2019,HU,0.0105
2020,HU,0.0141
2021,HU,0.0168
2016,LU,0.0051
2017,LU,0.0049
2018,LU,0.006999999999999999
2019,LU,0.0084
2020,LU,0.0125
2021,LU,0.0143
2016,SK,0.0044
2017,SK,0.0049
2018,SK,0.0055000000000000005
2019,SK,0.0078000000000000005
2020,SK,0.0097
2021,SK,0.012199999999999999
2016,EE,0.0037
2017,EE,0.0059
2018,EE,0.009000000000000001
2019,EE,0.0108
2020,EE,0.0109
2021,EE,0.013300000000000001
2016,LT,0.0036
2017,LT,0.0043
2018,LT,0.005699999999999999
2019,LT,0.0073
2020,LT,0.0073
2021,LT,0.009000000000000001
2016,NZ,0.0033
2017,NZ,0.0043
2018,NZ,0.0062
2019,NZ,0.0074
2020,NZ,0.0096
2021,NZ,0.0102
2016,IS,0.0033
2017,IS,0.0060999999999999995
2018,IS,0.0070999999999999995
2019,IS,0.0067
2020,IS,0.0076
2021,IS,0.0101
2016,MX,0.002
2017,MX,0.0023
2018,MX,0.003
2019,MX,0.0042
2020,MX,0.0052
2021,MX,0.0062
2016,ZA,0.0019
2017,ZA,0.0023
2018,ZA,0.0034000000000000002
2019,ZA,0.0048
2020,ZA,0.0058
2021,ZA,0.006999999999999999
2016,CL,0.0017000000000000001
2017,CL,0.002
2018,CL,0.0025
2019,CL,0.0040999999999999995
2020,CL,0.005
2021,CL,0.0054
2016,CO,0.0013
2017,CO,0.0014000000000000002
2018,CO,0.0017000000000000001
2019,CO,0.0028000000000000004
2020,CO,0.004
2021,CO,0.0051
2016,BR,0.0012
2017,BR,0.0015
2018,BR,0.002
2019,BR,0.0026
2020,BR,0.0032
2021,BR,0.0039000000000000003
