Year,Country,% AI talent concentration
2017,AU,0.0177
2018,AU,0.0209
2019,AU,0.0253
2020,AU,0.032799999999999996
2021,AU,0.045899999999999996
2016,DK,0.0155
2017,DK,0.0166
2018,DK,0.019799999999999998
2019,DK,0.023799999999999998
2020,DK,0.0335
2021,DK,0.051
2016,NL,0.0141
2017,NL,0.015600000000000001
2018,NL,0.0178
2019,NL,0.021099999999999997
2020,NL,0.0292
2021,NL,0.0449
2016,LT,0.0141
2017,LT,0.0146
2018,LT,0.0152
2019,LT,0.0183
2020,LT,0.021400000000000002
2021,LT,0.022799999999999997
2016,NZ,0.0115
2017,NZ,0.013300000000000001
2018,NZ,0.0159
2019,NZ,0.0194
2020,NZ,0.025699999999999997
2021,NZ,0.0369
2016,US,0.0109
2017,US,0.0128
2018,US,0.015300000000000001
2019,US,0.018799999999999997
2020,US,0.0271
2021,US,0.044500000000000005
2016,BR,0.010700000000000001
2017,BR,0.0121
2018,BR,0.0137
2019,BR,0.0159
2020,BR,0.0202
2021,BR,0.026000000000000002
2016,ZA,0.0084
2017,ZA,0.0087
2018,ZA,0.009300000000000001
2019,ZA,0.0106
2020,ZA,0.013600000000000001
2021,ZA,0.0196
2016,MX,0.0064
2017,MX,0.006999999999999999
2018,MX,0.008
2019,MX,0.0095
2020,MX,0.0125
2021,MX,0.0169
2016,CL,0.004699999999999999
2017,CL,0.0053
2018,CL,0.0063
2019,CL,0.0075
2020,CL,0.0097
2021,CL,0.013300000000000001
2016,CO,0.0043
2017,CO,0.005
2018,CO,0.006
2019,CO,0.0077
2020,CO,0.0118
2021,CO,0.0178
